@relation corpus_total_ngram
@attribute 'pos_sequence' string
@attribute 'xClasse' {apprenants,natifs}
@data
"PRON VERB SCONJ PRON AUX ADJ CCONJ SCONJ PRON VERB PRON VERB ADV ADV ADJ SCONJ NOUN PRON VERB VERB DET NOUN ADJ ADP DET NOUN ADJ PUNCT SCONJ ADP VERB ADP DET NOUN PRON DET NOUN AUX DET ADV ADJ PUNCT PRON PRON VERB DET NOUN ADJ ADP DET NOUN CCONJ DET NOUN ADV SCONJ ADJ PUNCT ADJ PUNCT CCONJ ADV ADJ PUNCT SCONJ NOUN PRON VERB VERB PUNCT ADV PUNCT PRON ADP NOUN DET ADV ADJ ADP PRON PUNCT AUX SCONJ DET VERB ADV NOUN AUX ADV ADJ ADV ADP ADV ADJ PUNCT ADJ SCONJ ADJ PUNCT ADJ CCONJ ADJ PUNCT PRON ADV DET ADJ NOUN ADP NOUN PUNCT ADV SCONJ DET NOUN ADP NOUN PUNCT PRON VERB AUX ADP NOUN ADP DET ADJ NOUN ADP DET NOUN ADP DET NOUN CCONJ VERB ADV ADP NOUN ADP NOUN ADJ PUNCT DET NOUN DET NOUN VERB PUNCT ADP DET NOUN ADJ CCONJ ADV ADJ PUNCT PUNCT CCONJ ADP DET NOUN ADP PRON PRON AUX ADV VERB PUNCT NOUN ADJ VERB ADV DET NOUN ADP NOUN VERB PUNCT VERB ADV ADP ADV ADV NOUN ADJ CCONJ ADJ PRON VERB DET ADJ NOUN ADP DET NOUN ADP DET NOUN PROPN PUNCT PRON VERB ADV ADP ADJ SCONJ DET NOUN ADP NOUN VERB ADP DET NOUN ADP NOUN ADJ ADV PROPN PUNCT CCONJ DET NOUN ADP NOUN CCONJ DET ADJ NOUN ADP DET NOUN ADJ VERB VERB ADP DET DET NOUN AUX CCONJ ADP NOUN VERB PUNCT NOUN ADP NOUN PUNCT PUNCT DET DET NOUN ADP PRON PRON ADV VERB ADV ADV ADP NOUN ADJ ADP NOUN VERB PUNCT",natifs
"NOUN DET NOUN PUNCT PRON PRON VERB DET ADJ NOUN NOUN ADP DET NOUN ADP VERB DET NOUN ADJ ADP NOUN PROPN VERB PUNCT PRON PRON NOUN PUNCT ADV SCONJ PRON VERB VERB ADP DET NOUN ADJ SCONJ PRON VERB PUNCT NOUN AUX ADV VERB PUNCT ADP NOUN PUNCT DET NOUN NOUN AUX ADV VERB ADP ADJ NOUN ADP NOUN ADP DET NOUN PUNCT DET NOUN ADJ CCONJ ADP DET NOUN PUNCT PRON ADV PRON VERB ADP NOUN ADV ADJ SCONJ ADV ADP DET NOUN PUNCT PRON VERB DET ADJ NOUN ADJ PUNCT PRON PRON VERB DET NOUN ADJ ADP DET NOUN ADP DET NOUN PUNCT SCONJ PRON VERB SCONJ PUNCT ADV PUNCT DET NOUN PROPN AUX ADV ADJ ADV VERB DET NOUN ADP DET NOUN PUNCT VERB ADV ADP NOUN PRON PRON PUNCT ADV PUNCT NOUN NOUN ADP NOUN NOUN ADP PRON PUNCT ADP NOUN ADV ADP NOUN VERB ADV ADJ PUNCT PRON PRON VERB ADV VERB SCONJ DET NOUN PRON PRON PRON VERB ADV AUX DET NOUN PUNCT ADP VERB DET NOUN VERB SCONJ DET NOUN AUX ADV VERB PUNCT VERB PRON NOUN ADP NOUN ADP NOUN CCONJ NOUN PRON AUX ADV ADP PRON VERB DET NOUN NOUN ADP DET NOUN PUNCT CCONJ ADP ADV ADP PRON AUX VERB PUNCT PROPN NOUN ADJ PUNCT DET NOUN AUX AUX DET NOUN VERB ADP DET ADJ NOUN ADJ ADP DET NOUN ADV PUNCT VERB PRON AUX ADV NOUN ADP DET VERB NOUN ADV PUNCT VERB NOUN ADP DET ADJ NOUN CCONJ ADP DET NOUN ADJ ADP DET NOUN CCONJ ADP ADJ DET NOUN PUNCT PRON PRON VERB PUNCT NOUN DET NOUN PUNCT ADP VERB ADP NOUN DET NOUN PUNCT ADP DET NOUN NOUN PUNCT PROPN ADJ",natifs
"NOUN DET NOUN PUNCT PRON PRON VERB ADP DET NOUN NUM NOUN NUM ADP PRON VERB DET NOUN NOUN ADP DET NOUN ADP NOUN ADJ ADJ PUNCT DET NOUN AUX DET NOUN ADP DET NOUN PUNCT PRON VERB DET ADJ NOUN ADP NOUN PUNCT PRON VERB DET NOUN NOUN ADP NOUN ADP DET NOUN CCONJ PRON ADP SCONJ NOUN VERB PUNCT ADP PRON PUNCT VERB ADP DET NOUN PUNCT NOUN AUX DET NOUN PUNCT DET NOUN ADP PRON VERB ADJ PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP ADV PUNCT ADP DET NOUN PUNCT DET NOUN VERB DET NOUN NOUN ADJ PUNCT NOUN DET ADJ NOUN PRON VERB ADP DET NOUN PUNCT ADP ADV ADV AUX ADJ DET NOUN AUX VERB ADP NOUN ADP DET NOUN ADP PRON AUX VERB PUNCT SCONJ DET NOUN VERB DET DET NOUN PRON PRON VERB DET NOUN VERB ADP PRON VERB PUNCT PRON PRON VERB ADV PRON VERB ADV PUNCT DET NOUN VERB ADV DET NOUN ADJ ADP DET NOUN SCONJ ADP NOUN ADJ PUNCT PROPN AUX ADP VERB SCONJ DET NOUN ADP DET NOUN AUX VERB ADP DET NOUN ADJ PUNCT CCONJ PRON VERB VERB DET NOUN PUNCT DET NOUN VERB VERB DET NOUN PRON AUX ADV VERB CCONJ NOUN NOUN VERB ADV ADP VERB DET NOUN PUNCT DET NOUN AUX ADJ PUNCT DET NOUN VERB AUX ADJ CCONJ DET NOUN PRON AUX ADV VERB ADP NOUN ADJ CCONJ PRON VERB DET NOUN PRON VERB ADP ADV DET NOUN ADV DET NOUN ADJ PUNCT PRON PRON VERB ADP PRON VERB NOUN ADP NOUN PUNCT PRON VERB ADP PRON VERB ADV DET NOUN AUX AUX VERB ADP NOUN DET NOUN PUNCT ADV ADJ",natifs
"ADP ADV NUM VERB ADP NOUN PUNCT NOUN AUX VERB ADJ VERB SCONJ PRON VERB DET ADJ NOUN ADP VERB ADP DET NOUN NOUN NOUN ADP PRON PRON PRON VERB NOUN NOUN PUNCT CCONJ ADV ADV VERB DET NOUN ADP DET CCONJ DET NOUN VERB PUNCT CCONJ CCONJ PRON VERB ADP DET ADJ NOUN PRON PRON ADP DET NOUN ADJ ADJ ADV VERB ADV ADP NOUN PUNCT DET ADJ NOUN PRON PRON VERB DET ADV ADP DET NOUN PUNCT NOUN AUX DET NOUN ADJ ADP DET NOUN PRON ADV AUX ADV ADV ADJ ADP DET NOUN ADP NOUN ADP DET NOUN ADJ CCONJ ADP NOUN PUNCT ADJ NOUN PRON NOUN ADP PRON VERB ADP DET NOUN ADJ PUNCT NOUN PUNCT DET NOUN VERB ADP DET NOUN ADP PROPN ADP DET VERB ADP NOUN PUNCT ADJ AUX ADV PUNCT PRON AUX ADJ ADP PRON CCONJ ADV ADJ ADV VERB ADP NOUN VERB NOUN PRON VERB DET NOUN ADP DET NOUN PUNCT CCONJ PRON VERB ADV ADV SCONJ ADP DET NOUN PUNCT ADP DET NOUN ADV ADV ADJ SCONJ DET NOUN CCONJ DET NOUN PRON ADV PRON VERB ADV ADP PRON VERB ADP NOUN ADP NOUN ADP DET NOUN PUNCT PRON ADV VERB ADV PRON VERB ADP VERB DET NOUN ADP DET NOUN ADP NOUN ADJ PUNCT DET NOUN AUX VERB ADV ADJ PUNCT",natifs
"ADP ADV NUM ADJ PUNCT PRON VERB SCONJ DET NOUN ADP NOUN VERB ADP DET NOUN AUX ADJ CCONJ PRON VERB ADV VERB DET NOUN ADJ PUNCT ADP VERB ADV ADJ NOUN PUNCT ADV ADJ NOUN ADP NOUN PUNCT ADV ADP ADV PUNCT PRON VERB SCONJ DET NOUN AUX ADJ ADP PRON PRON VERB DET NOUN PRON AUX ADJ SCONJ DET NOUN PRON VERB AUX VERB ADP PRON ADP NOUN ADJ CCONJ ADJ AUX ADV ADV ADV DET NOUN ADP NOUN ADV VERB ADP DET ADJ NOUN VERB ADP VERB DET NOUN CCONJ NOUN NOUN CCONJ ADV ADV CCONJ ADJ VERB PUNCT ADP NOUN ADP NOUN NOUN PRON DET NOUN VERB VERB DET NOUN ADP PRON ADJ CCONJ ADP ADV ADP DET ADJ NOUN PUNCT PRON VERB ADV AUX ADJ CCONJ DET NOUN VERB AUX DET ADJ NOUN ADP PRON PRON DET NOUN ADP NOUN AUX ADJ CCONJ PRON VERB SCONJ DET NOUN VERB NOUN ADJ VERB ADV CCONJ VERB PUNCT",natifs
"NOUN DET NOUN PUNCT PROPN AUX VERB ADP NOUN SCONJ PUNCT NOUN ADP DET ADJ NOUN ADJ PUNCT PRON AUX VERB ADP VERB NOUN ADP NOUN NOUN ADP ADJ NOUN ADJ PRON VERB DET NOUN PUNCT PRON PRON VERB ADV ADP PRON ADJ DET NOUN ADP PRON VERB ADP VERB DET NOUN PUNCT ADP NOUN PUNCT ADP DET NOUN SCONJ DET NOUN VERB ADV ADJ ADP DET NOUN PUNCT PRON ADV VERB ADV DET NOUN ADJ CCONJ NOUN PUNCT ADV ADV ADV VERB NOUN NOUN ADJ PUNCT ADV PRON PRON VERB SCONJ DET NOUN NOUN VERB ADV VERB DET NOUN NOUN VERB DET ADJ NOUN PUNCT PRON PRON VERB DET VERB ADJ PUNCT DET NOUN PROPN AUX ADV AUX ADV VERB ADP SCONJ PRON VERB DET NOUN PUNCT DET NOUN VERB ADP ADV ADP VERB ADP DET NOUN PUNCT ADP ADV PUNCT NOUN NOUN VERB ADP DET NOUN ADP DET NOUN PROPN NOUN ADJ NOUN PUNCT PRON PRON DET VERB ADV VERB DET NOUN NOUN ADP NOUN NOUN PUNCT ADV ADV ADV ADJ SCONJ PRON ADP NOUN ADJ PUNCT CCONJ PRON PRON VERB ADV ADV ADP VERB VERB ADV PRON PUNCT ADV PUNCT DET NOUN ADJ AUX ADV ADV ADJ PUNCT SCONJ DET NOUN AUX ADV ADP NOUN ADV ADP DET NOUN PRON PUNCT DET NOUN VERB DET NOUN PROPN NOUN VERB PUNCT ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN ADP NOUN PUNCT DET NOUN PUNCT DET NOUN ADV PROPN CCONJ DET NOUN ADJ PUNCT ADJ DET NOUN PRON VERB DET NOUN ADP DET NOUN PUNCT ADV PROPN VERB DET NOUN ADP PRON VERB SCONJ DET NOUN ADV VERB SCONJ ADV NUM NOUN ADV SCONJ DET NOUN ADJ PUNCT ADP NOUN NOUN ADP NOUN PUNCT DET NOUN PRON PRON VERB PUNCT ADV SCONJ DET NOUN PRON PRON VERB ADP ADV ADP ADV PUNCT PRON PUNCT VERB ADV SCONJ NUM NOUN PUNCT PRON PRON NOUN ADV VERB PUNCT NOUN DET NOUN PUNCT DET NOUN NOUN PUNCT",natifs
"DET NOUN ADP NOUN VERB ADP DET NOUN AUX DET NOUN ADJ PUNCT ADJ AUX DET NOUN PRON AUX ADV ADJ ADP DET NOUN PUNCT ADV ADV ADV PUNCT NOUN AUX DET NOUN ADP VERB DET ADJ NOUN PUNCT ADP ADV ADJ NOUN PUNCT ADJ AUX ADP VERB ADP DET NOUN ADP NOUN CCONJ ADP DET NOUN ADP VERB VERB PUNCT VERB VERB CCONJ VERB PUNCT ADJ AUX DET NOUN ADP VERB DET NOUN PUNCT ADV VERB DET NOUN PUNCT CCONJ ADV VERB ADV VERB DET NOUN CCONJ ADP NOUN VERB CCONJ NOUN PRON AUX ADP NOUN NOUN CCONJ SCONJ NOUN PRON AUX VERB ADP DET NOUN PRON PRON VERB ADP VERB PUNCT ADV VERB CCONJ DET NOUN NOUN ADV ADP DET NOUN CCONJ DET NOUN ADJ PUNCT PRON PRON VERB ADP VERB ADP NOUN PUNCT CCONJ ADV ADP NOUN CCONJ ADP NOUN PUNCT ADJ AUX DET NOUN ADJ SCONJ PRON AUX ADV VERB ADP NOUN CCONJ SCONJ NOUN NOUN VERB PRON VERB ADV PUNCT DET NOUN ADJ ADP NOUN ADP NOUN ADV CCONJ ADP NOUN ADJ PUNCT DET NOUN AUX ADJ ADP DET NOUN CCONJ ADV PRON ADV VERB PRON VERB DET PUNCT NOUN ADV ADV ADJ ADP DET NOUN PUNCT PRON VERB ADV ADV ADJ ADP ADV ADV AUX ADP DET NOUN ADV ADP DET ADJ NOUN PUNCT",natifs
"PROPN NOUN PUNCT PRON PRON VERB DET NOUN ADP NOUN ADP DET NOUN PRON AUX AUX VERB ADP NOUN ADP NOUN ADP DET NOUN VERB NOUN NOUN ADP NOUN NOUN ADJ VERB ADP DET NOUN ADP DET NOUN PUNCT DET NOUN ADP NOUN CCONJ PRON NOUN ADJ VERB ADV DET NOUN ADJ ADP PRON PRON VERB NOUN NOUN PUNCT ADV PUNCT NOUN ADP DET ADJ NOUN PUNCT DET NOUN ADP NOUN ADJ DET NOUN ADJ PUNCT ADV PUNCT DET NOUN AUX ADV NOUN ADP VERB DET NOUN CCONJ ADP PRON VERB ADP VERB DET NOUN ADJ ADP PRON PRON PRON VERB ADV PUNCT ADP ADV PUNCT ADV ADP DET NOUN PUNCT DET NOUN AUX VERB ADP DET NOUN PRON PRON AUX VERB PUNCT PRON AUX ADV ADV NOUN ADP VERB DET NOUN ADP DET NOUN AUX ADP VERB NOUN NOUN PUNCT ADP DET NOUN PUNCT PRON AUX VERB ADV ADP NOUN ADP SCONJ DET NOUN VERB DET NOUN ADV VERB DET NOUN PUNCT ADP NOUN PUNCT DET NOUN AUX DET ADV ADV DET NOUN ADP NOUN ADJ PUNCT ADV ADP NOUN DET NOUN PUNCT DET NOUN AUX VERB ADP DET ADJ NOUN PUNCT ADP NOUN PUNCT ADP DET NOUN PUNCT PRON PRON VERB ADJ SCONJ PRON PRON AUX ADV NOUN ADP DET NOUN PUNCT DET NOUN ADP PROPN PRON VERB ADP NOUN VERB ADP NOUN ADP PROPN PRON ADV PRON AUX ADV ADJ ADP VERB DET NOUN CCONJ ADP NOUN ADP NOUN NOUN PUNCT DET NOUN AUX VERB ADP VERB DET NOUN CCONJ ADP VERB DET NOUN PUNCT ADV PUNCT PRON PRON VERB ADP VERB DET ADJ NOUN ADP NOUN ADP NOUN PUNCT PRON AUX VERB PROPN NOUN CCONJ ADV VERB PUNCT ADP PRON PRON VERB DET NOUN PUNCT PRON AUX VERB ADP VERB DET NOUN ADP DET NOUN ADV NOUN PUNCT ADV PUNCT NOUN DET NOUN VERB ADP DET NOUN ADP NOUN PUNCT PROPN AUX ADP DET NOUN ADP VERB DET NOUN ADP VERB NOUN ADP NOUN NOUN PUNCT ADP VERB AUX ADJ PUNCT DET NOUN ADJ PUNCT DET NOUN ADP NOUN NOUN PUNCT",natifs
"ADJ NOUN DET NOUN PUNCT PROPN AUX VERB ADV DET NOUN ADP VERB DET NOUN ADV ADJ ADP DET NOUN PUNCT PRON VERB VERB DET NOUN CCONJ DET NOUN SCONJ ADJ AUX VERB ADV ADP DET NOUN PUNCT ADV VERB PRON VERB ADP DET NOUN VERB ADP ADV ADV NOUN PUNCT PRON AUX VERB DET NOUN ADP NOUN DET NOUN CCONJ DET NOUN PUNCT PRON PRON VERB ADP PRON ADJ ADP VERB ADP PRON VERB ADP VERB DET NOUN PUNCT PRON ADJ DET NOUN ADP NOUN ADP ADJ DET NOUN PUNCT ADV DET NOUN ADJ VERB DET NOUN ADP PRON ADP VERB DET NOUN VERB ADP DET NOUN PUNCT ADV PRON AUX PRON CCONJ ADJ ADP VERB VERB ADP DET NOUN PUNCT NOUN ADJ CCONJ SCONJ ADJ ADP DET NOUN PUNCT PROPN VERB NOUN PUNCT DET NOUN VERB ADJ VERB ADV ADV VERB SCONJ PRON ADV PRON VERB PUNCT ADP NOUN PUNCT ADP NOUN VERB ADP ADJ DET PROPN VERB ADP NOUN ADP DET NOUN PRON AUX VERB NOUN NOUN ADP NOUN CCONJ ADP NOUN ADP DET NOUN PUNCT DET NOUN ADP DET NOUN ADJ ADP NOUN ADP DET NOUN VERB ADP PROPN ADJ NOUN ADJ ADP NOUN NOUN PUNCT PRON PRON VERB ADP DET NOUN PUNCT ADV PUNCT VERB DET NOUN AUX DET ADJ NOUN ADP NOUN CCONJ ADP NOUN ADP NOUN ADP NOUN PUNCT PRON PRON AUX ADJ ADP PRON VERB PUNCT DET NOUN AUX SCONJ ADJ ADP NOUN NOUN PUNCT NOUN NOUN CCONJ NOUN NOUN ADP VERB ADP NOUN PUNCT DET NOUN ADJ AUX ADV NOUN ADP DET NOUN ADV PUNCT PROPN ADV DET NOUN ADP NOUN PUNCT ADV SCONJ DET NOUN AUX ADV PUNCT ADP VERB SCONJ PRON VERB DET NOUN ADP VERB DET NOUN ADP NOUN ADP DET DET NOUN PUNCT PRON PRON NOUN ADV VERB PUNCT NOUN NOUN ADP DET NOUN DET ADV NOUN PUNCT VERB NOUN ADJ PUNCT",natifs
"PROPN NOUN DET NOUN PUNCT PROPN AUX VERB VERB ADV SCONJ DET NOUN VERB DET VERB ADP PROPN PROPN AUX ADV NOUN PUNCT VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT PRON AUX ADV ADJ PRON DET ADJ NOUN AUX VERB PUNCT DET NOUN VERB DET ADV ADJ NOUN DET NOUN ADP DET NOUN ADP NOUN PUNCT DET NOUN PRON PRON AUX ADV NOUN NOUN ADP VERB DET NOUN AUX ADV ADV NOUN ADP PRON VERB PUNCT ADP VERB DET NOUN ADP PRON PUNCT DET NOUN VERB ADP VERB DET NOUN ADV ADV DET ADJ NOUN CCONJ ADP PRON VERB NOUN ADP DET NOUN ADJ PUNCT PRON VERB ADV ADV VERB DET NOUN ADJ ADP DET NOUN PRON PRON PRON AUX ADV DET NOUN PUNCT VERB ADV ADP NOUN ADJ PUNCT DET NOUN NOUN ADV ADP NOUN ADV ADJ PRON VERB DET NOUN CCONJ VERB DET NOUN DET NOUN PRON PRON VERB ADJ NOUN PUNCT DET NOUN VERB ADP NOUN PUNCT ADP VERB PUNCT ADP NOUN PUNCT PRON VERB ADJ VERB NOUN ADP NOUN ADJ PUNCT ADP NOUN PUNCT DET NOUN PUNCT ADP NOUN PUNCT PRON VERB ADV ADP AUX VERB DET NOUN PUNCT DET NOUN PUNCT DET NOUN ADP DET NOUN PUNCT ADP ADV PUNCT DET NOUN VERB ADP VERB DET NOUN ADP DET NOUN PRON VERB NOUN PROPN DET NOUN VERB PRON AUX VERB PUNCT DET NOUN VERB DET NOUN PUNCT PRON PRON NOUN ADP VERB ADP DET NOUN ADP NOUN ADP NOUN PUNCT ADP VERB ADP VERB DET NOUN ADP DET NOUN ADP NOUN PUNCT ADJ VERB ADP DET NOUN VERB ADV PUNCT ADJ PUNCT",natifs
"ADJ NOUN PUNCT PRON PRON VERB X VERB NOUN NOUN ADP NOUN NOUN ADJ PRON VERB NOUN ADP DET NOUN PROPN VERB PUNCT PRON VERB ADJ PRON VERB ADP DET NOUN PUNCT ADV ADV ADV PUNCT ADJ VERB VERB ADP DET NOUN ADJ CCONJ ADJ SCONJ DET NOUN VERB DET NOUN PUNCT ADP NOUN PUNCT DET NOUN VERB DET NOUN ADP DET NOUN CCONJ ADV DET NOUN ADV ADJ NOUN ADJ ADV ADV ADJ NOUN PUNCT DET NOUN VERB ADV ADP DET NOUN ADV VERB DET NOUN ADP NOUN PRON AUX ADP NOUN ADJ ADP NOUN ADJ PUNCT ADP ADV PUNCT PRON PUNCT DET NOUN ADP DET NOUN PUNCT ADP DET NOUN ADP NOUN VERB ADP VERB ADP DET NOUN ADJ PRON PRON VERB ADP PRON VERB ADP DET NOUN ADV PUNCT NOUN ADP DET NOUN PUNCT DET NOUN CCONJ DET PROPN ADP DET NOUN VERB DET NOUN VERB ADP DET NOUN ADV VERB PUNCT DET NOUN PUNCT NOUN PUNCT CCONJ VERB ADP NOUN ADP DET NOUN ADJ ADJ ADP DET NOUN PUNCT PRON VERB SCONJ ADP PRON PUNCT VERB ADP ADJ NOUN ADJ VERB DET NOUN VERB PRON AUX ADJ ADP NOUN ADP NOUN PUNCT CCONJ PRON VERB VERB DET NOUN ADP NOUN CCONJ VERB DET ADV ADV ADV ADP VERB ADP NOUN ADJ DET NOUN CCONJ NOUN VERB ADJ DET NOUN CCONJ DET NOUN PUNCT ADV VERB PRON AUX AUX VERB ADV NOUN ADP DET NOUN PRON VERB ADV ADV DET NOUN ADJ ADP DET NOUN CCONJ ADV ADJ PUNCT ADV ADJ PUNCT",natifs
"PRON VERB DET NOUN ADP NOUN VERB ADV ADJ ADP DET NOUN PUNCT PRON VERB ADP VERB DET NOUN ADP NOUN PRON AUX ADV ADV ADP PRON ADP PRON PRON VERB PUNCT PRON VERB ADP DET NOUN PRON VERB PRON AUX ADV AUX DET ADJ NOUN ADP VERB ADP NOUN PUNCT NOUN CCONJ NOUN PUNCT ADP NOUN PUNCT DET NOUN ADP VERB ADP DET ADJ NOUN ADP PRON VERB CCONJ ADP PRON VERB ADP NUM NOUN AUX DET NOUN PUNCT ADV ADP DET NOUN ADP NOUN CCONJ DET NOUN ADP VERB DET ADJ NOUN AUX DET NOUN PRON VERB ADP NOUN ADJ PUNCT ADJ NOUN ADP DET NOUN ADP NOUN CCONJ ADP DET NOUN ADJ VERB VERB VERB ADP DET NOUN VERB AUX VERB ADP NOUN VERB CCONJ ADV AUX VERB DET NOUN ADV ADJ PUNCT ADV PUNCT DET NOUN ADP NOUN VERB VERB ADV AUX DET NOUN ADP DET NOUN PRON AUX DET NOUN ADP VERB DET NOUN ADP DET NOUN CCONJ ADV ADP VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT VERB ADP DET NOUN ADP ADJ NOUN PUNCT ADJ NOUN ADP NOUN AUX DET NOUN PRON PRON VERB ADV VERB DET NOUN ADP NOUN PUNCT",natifs
"VERB VERB ADP NOUN VERB PUNCT ADP CCONJ ADP PUNCT VERB VERB ADP NOUN VERB ADV VERB AUX PUNCT ADP DET NOUN PUNCT ADV DET NOUN ADJ PUNCT PROPN ADP NOUN VERB AUX ADP ADJ DET NOUN ADJ ADJ PUNCT PRON VERB ADP VERB CCONJ ADV VERB ADV ADJ NOUN CCONJ NOUN PUNCT ADP DET NOUN ADJ PUNCT ADP ADJ ADJ PUNCT ADV PUNCT DET NOUN ADP NOUN SCONJ NOUN PRON ADV VERB ADV ADJ DET NOUN PUNCT PRON ADP ADV ADJ CCONJ ADJ SCONJ ADV VERB VERB DET NOUN ADP ADJ NOUN ADP PROPN PUNCT ADP VERB ADP VERB ADP DET PROPN PUNCT ADP PRON VERB ADP DET NOUN ADP PROPN PUNCT PUNCT VERB DET NOUN ADP DET NOUN PRON VERB ADP VERB DET NOUN ADP NOUN PUNCT DET NOUN CCONJ VERB DET NOUN PUNCT DET ADJ NOUN ADJ AUX VERB ADV VERB PUNCT CCONJ ADP ADJ PUNCT DET NOUN PUNCT PRON VERB PRON VERB ADV DET ADJ NOUN ADP VERB SCONJ ADV AUX ADV VERB ADP DET NOUN CCONJ DET NOUN PUNCT ADV PUNCT ADV DET NOUN ADP NOUN ADJ PUNCT NOUN NOUN ADP DET NOUN ADJ AUX ADV VERB ADV PUNCT NOUN PRON AUX VERB ADP NOUN ADJ PUNCT PRON ADJ SCONJ NOUN PRON VERB DET ADJ NOUN ADP DET NOUN CCONJ SCONJ NOUN PRON AUX VERB DET NOUN NOUN PUNCT PRON AUX ADV ADP NOUN ADJ ADV VERB ADP VERB ADP NOUN VERB PUNCT ADV VERB ADV ADP DET NOUN PUNCT ADP ADV ADV VERB PRON VERB NOUN CCONJ ADJ AUX ADV DET NOUN ADJ ADP DET NOUN ADP NOUN PRON VERB ADJ ADP NOUN PUNCT CCONJ DET NOUN VERB PUNCT PRON PRON AUX VERB PUNCT PRON AUX VERB DET NOUN ADP PRON NOUN ADV CCONJ ADP DET NOUN PUNCT ADV PUNCT PRON VERB ADV CCONJ NOUN PUNCT SCONJ PRON VERB PUNCT DET NOUN VERB DET NOUN PUNCT",natifs
"VERB VERB ADP NOUN VERB PUNCT ADP CCONJ ADP PUNCT VERB VERB DET NOUN ADP NOUN VERB VERB DET ADP ADV ADJ NOUN SCONJ NOUN PRON VERB VERB ADP DET NOUN PUNCT ADP NOUN PUNCT NOUN AUX DET NOUN ADP VERB DET ADJ NOUN ADP PRON PRON VERB ADV VERB ADP DET NOUN PUNCT DET ADV ADJ NOUN ADP DET NOUN AUX DET NOUN ADP DET NOUN ADP NOUN PUNCT DET NOUN ADP PRON CCONJ PRON AUX VERB ADP VERB ADV ADJ PUNCT PROPN PUNCT CCONJ ADV ADV PUNCT PRON VERB DET ADJ NOUN ADP NOUN CCONJ ADV ADJ PUNCT DET ADJ NOUN VERB ADV DET NOUN ADJ ADP DET NOUN PUNCT ADJ AUX DET NOUN ADJ ADV ADP NOUN NOUN NUM ADP NOUN ADP NOUN NOUN ADP ADJ PUNCT ADP NOUN PUNCT PRON PRON AUX ADV VERB ADP DET NOUN ADP NOUN CCONJ PRON VERB ADV VERB PUNCT ADP NOUN PUNCT ADJ DET NOUN ADV VERB ADV VERB VERB ADP NOUN ADJ PUNCT PRON VERB AUX ADP DET NOUN ADJ PUNCT DET NOUN VERB ADV DET NOUN ADV ADJ ADP VERB CCONJ PRON ADV VERB DET ADV PRON VERB ADP VERB DET NOUN PUNCT PRON AUX ADV ADV PUNCT ADP ADV PUNCT PRON VERB ADV VERB DET NOUN ADV VERB ADJ ADP PRON VERB CCONJ VERB PUNCT DET ADV ADV ADJ PUNCT ADP DET NOUN ADJ PUNCT PRON VERB ADV VERB SCONJ ADJ AUX DET NOUN PRON VERB VERB DET NOUN ADP NOUN ADJ PUNCT ADP NOUN PUNCT ADJ AUX DET NOUN ADP VERB ADP NOUN PUNCT CCONJ PRON PRON VERB VERB DET ADJ NOUN PUNCT CCONJ PRON VERB DET NOUN ADP ADV ADV PUNCT",natifs
"NOUN DET NOUN PUNCT PRON PRON VERB ADV NOUN ADP DET NOUN ADP DET NOUN ADP DET ADJ NOUN ADP NOUN PUNCT PRON PRON VERB AUX DET ADJ NOUN PUNCT PRON VERB NOUN PUNCT ADP ADV NUM NOUN PUNCT DET NOUN VERB DET NOUN ADP DET NOUN ADJ CCONJ VERB ADV VERB DET NOUN ADP NOUN CCONJ ADJ NOUN PUNCT ADJ AUX ADV ADV NOUN ADP AUX VERB DET NOUN ADP DET ADJ NOUN PUNCT ADP NOUN PUNCT ADV NOUN ADP DET ADJ NOUN PRON PRON AUX ADV X PUNCT DET NOUN VERB DET NOUN ADJ PUNCT DET NOUN VERB ADV ADP NOUN ADP DET NOUN PUNCT CCONJ DET NOUN VERB SCONJ ADP NOUN ADP DET NOUN PUNCT NOUN CCONJ NOUN PUNCT NOUN PRON VERB ADP DET NOUN CCONJ DET NOUN ADJ AUX ADJ PUNCT ADP DET NOUN PRON VERB VERB ADP DET NOUN ADP VERB DET NOUN CCONJ AUX VERB DET NOUN PROPN ADP DET NOUN ADP NOUN PUNCT PRON AUX VERB ADP NOUN CCONJ PRON NOUN ADV AUX ADJ AUX PRON VERB DET NOUN ADP PRON VERB PUNCT ADP VERB DET NOUN ADP DET NOUN PUNCT PRON PRON VERB NOUN PROPN VERB DET NOUN VERB NOUN NOUN",natifs
